,Company,Salary,JobTitle,Location,Job Description,Rating,Industry,Size,Founded,Revenue,hourly,Employer provided,Min_Salary,Max_Salary,Average Salary,Job_State,Job_City,age,Python,r_Studio,Spark,aws,excel
375,Kelly Products,$75K (Employer est.),Microbiome Data Research Scientist,"Covington, GA","Kelly Products Inc is a medium business in Covington, GA. Kelly Products Inc is a multicompany organization including lifestyle brands such as Flavor and Fettle (https://flavorandfettle.com) and Farmview Market (https://www.farmviewmarket.com). Kelly Products Inc has an expanding health focused group that is interested in developing new and innovative products focused on the microbiome from prebiotics and probiotics to naturally produced whole foods. We believe that good health is a prerequisite for a good life. But all too often our busy lives leave us overtired, and lacking adequate nutrition. Our bodies were created to do amazing things, but sometimes we all need a boost. That’s where Kelly Products comes in, to provide that extra support, allowing your body to thrive amidst the chaos of an active life. Our company motto is lived and breathed across Kelly companies top-down and across – from how we treat our coworkers to the service we provide our customers. Our guiding virtues of excellence and radical generosity serve as twin pillars that underpin our culture. We love people and work to provide opportunities to extend care to our teams, their families, and the world beyond through the life-changing organizations we support..
Show More
Report",3.9,Computer Hardware Development,51 to 200 Employees,Company - Private,-1,0,1,75.0,75.0,75.0, GA,Covington,-1,0,0,0,0,1
377,Charter Manufacturing,$78K - $192K (Employer est.),Advance Analytics Data Scientist,"Mequon, WI","POSITION PURPOSE/MISSION:
Effectively synthesize large amounts of data to identify key business drivers, translating data to create actionable insights that drive change in business strategy, and increase efficiency in supply chain. Understand external market and internal business context. Focus primarily on increasing forecast accuracy, scoping business challenges and developing and implementing models to improve the business and measure solutions. Support strategic projects across business. Utilize a mix of deep analytical skills, manufacturing knowledge, and relationship management with key internal partners by turning insights into actions.
MINIMUM QUALIFICATIONS:
Bachelor’s Degree in computer science, Statistics, Advance Analytics, or related field.
Five plus years’ related experience.
Show More
Report",4.1,Company - Private,1001 to 5000 Employees,1946,$500 million to $1 billion (USD),0,1,78.0,192.0,135.0, WI,Mequon,77,0,0,0,0,0
378,Enbridge,$94K - $132K (Glassdoor est.),Data Scientist V,"Houston, TX","Posting End Date:
April 09, 2023
Employee Type:
Regular-Full time
Union/Non:
This is a non-union position
Life takes energy. The Enbridge Technology + Innovation Lab works with data that powers our products to improve safety and reliability. By working hands-on with ground-breaking technology, the lab pioneers the development of innovative products through small agile teams. Our teams incorporate a variety of multidisciplinary skills, including industrial predictive algorithms, machine learning, and sentiment analysis.
As a Data Scientist V, you’ll bring a deep understanding of big data and will help the T+IL to build and enable big data analytics solutions. We build advanced technology products to deliver energy in a safe and reliable way to fuel a rapidly innovating world. Here in our new Technology + Innovation Lab we believe in Agile way of working, focus on our people and value craftsmanship, in a ‘work is play’ environment where we offer a flexible, fun, and modern working style to support individual needs.
Show More
Report",4.1,Company - Public,10000+ Employees,1949,$10+ billion (USD),0,0,94.0,132.0,113.0, TX,Houston,74,0,0,0,0,0
379,"Sysdata Consulting, Inc",$100.00 Per Hour(Employer est.),Contract Senior Statistical Programmer (Remote),Remote,"We are helping a small pharmaceutical company for a senior contract statistical programmer position. The rate is very competitive.
Job Summary:
· Provide oversight for CROs deliveries including SDTM, ADaMs, TFLs, DMC, DSUR, interim analysis, final CSR analysis
· Provide programming support for internal production deliveries including SDTM, ADaMs, TFLs, DMC, DSUR, interim analysis, final CSR analysis
· Provide infrastructure support for internal programming team: set up and maintain standard directory, author technical user guides for utilities, draft good programming practices and department SOPs, make training materials for junior/new programmers
Show More
Report",-1.0,-1,-1,-1,-1,1,1,100.0,100.0,100.0,Remote,Remote,-1,0,0,0,0,0
381,Snohomish County PUD No.1,$76K - $178K (Employer est.),"Senior Utility Analyst, Principal Utility Analyst or Data Scientist (DOQ)","Everett, WA","We are currently accepting applications for the following position:
Senior Utility Analyst, Principal Utility Analyst or Data Scientist (DOQ)
Job #15308
$76,107 - $178,208
Basic Responsibilities
Performs research, presents materials, and executes solutions in the areas of rates, load forecasting, and energy risk management. Progressive responsibilities include data gathering, cost of service analyses, ratemaking, deep understanding of large data sets and systems, data science, econometrics, other predictive analytics, and financial risk management skills as applied to the wholesale energy market. Represents the District regarding these and other analytical issues before regulatory agencies and business associations, often in public forums.
Minimum Qualifications


Show More
Report",4.1,Government,501 to 1000 Employees,1936,$500 million to $1 billion (USD),0,1,76.0,178.0,127.0, WA,Everett,87,0,0,0,0,0
383,"Axiom Consultants, Inc.",$73K - $108K (Glassdoor est.),Data Assimilation Scientist,"College Park, MD","Axiom is looking for a candidate to support the Environmental Modeling Center (EMC) of the National Centers for Environmental Prediction (NCEP) in carrying out research, development, and operational transition work related to satellite data assimilation for future operational applications of the Unified Forecast System (UFS). The candidate's work will involve the development, execution, testing, and evaluation of the direct assimilation of satellite radiances for use in operational environmental prediction capabilities at NCEP. The work location is at the NOAA Center for Weather and Climate Prediction (NCWCP) in College Park, MD.
Responsibilities
The candidate will perform the job duties in a collaborative environment, assisting developing and applying innovative methods for the primary work areas described below. The candidate will work with EMC scientists and external collaborators to develop satellite radiance data assimilation capabilities for use in applications of the UFS, with emphasis on global numerical weather prediction for the medium range weather application. In particular, the radiance assimilation component will utilize the Community Radiative Transfer Model (CRTM). Future assimilation related developments will leverage and contribute to the Joint Center for Satellite Data Assimilation, including the Joint Effort for Data assimilation Integration (JEDI) project.
Show More
Report",3.0,Unknown / Non-Applicable,1 to 50 Employees,Contract,-1,0,0,73.0,108.0,90.5, MD,College Park,-1,0,0,0,0,0
385,Millennial Software,$100K - $200K (Employer est.),Data Scientist TS/SCI with Poly - $200k + 15% 401k,"Chantilly, VA","Title: Data Scientist (TS/SCI with Poly)
Location: Chantilly, VA
Base Salary: $100,000.00 - $200,000.00 per year
15% Employer 401k contribution (Regardless of Employee Contribution)
PTO: 30 days annual total
Stock Option
$3000 annual training budget
Medical/Dental/Vision: company funded, cash incentives if you waive
Flexible work schedule
Referral bonuses
Paid Paternal and Maternal Leave

Show More
Report",-1.0,Unknown / Non-Applicable,Unknown,Company - Public,-1,0,1,100.0,200.0,150.0, VA,Chantilly,-1,0,0,0,0,0
386,"Draeger Medical Systems, Inc.",$70K - $94K (Glassdoor est.),Senior Quality Data Analyst,"Andover, MA","FIRST SHIFT - Draeger Medical Systems, Inc. - Job-ID V000007415
Andover
Vollzeit

The Job Responsibilities
Develops and implements tools and techniques resulting in recommendations that enable leadership to make data-based decisions; including selection of report architecture and most appropriate modeling and data visualization techniques.
Compiles, analyzes, and effectively presents quality data trending reports to identify opportunities that increase efficiency, ensure quality and decrease cost and meet the need of various internal customers, such as Clinical Engineering, Risk Management and PMS.
Develops, maintains and presents Quality Metrics to CFT/PSB and the Andover Management Team. Maintains a thorough knowledge of new developments, technology and processes. Must be able to create charts (Pareto, 80/20 - Predictive, etc.) and analyze data.












Tiffany Faulhefer
tiffany.faulhefer.contractor@draeger.com
Show More
Report",3.8,Company - Public,10000+ Employees,1889,$1 to $5 billion (USD),0,0,70.0,94.0,82.0, MA,Andover,134,0,0,0,0,0
390,Cenergy International Services,$125K (Employer est.),Senior Systems Engineer - Systems Modeling & Controls Expert,"Boston, MA","You will have an opportunity to directly impact the energy industry and help shape the direction of Shell as it navigates through the energy transition. You will be part of a team of passionate, creative engineers and entrepreneurs working in a caring, fun, and dynamic environment. Shell TechWorks is an innovation hub that works on a project basis across all of Shell’s businesses ranging from Deep Water and Exploration through to Retail and Renewables & Energy Solutions. We bring together people with disparate backgrounds from outside the oil & gas industries to tackle the big challenges the energy industry is facing. You will be part of a truly collaborative, inclusive, multi-functional team with a mission to help Shell produce more and cleaner energy.
Some examples of projects we have worked on recently include:
· Developing roadmaps, based upon in-depth system analyses, to help customers in hard-to-abate industrial sectors such as cement and steel manufacturing realize their decarbonization goals.
· Modeling supply chain networks and developing a feedstock strategy to divert landfill bound plastic waste and manufacture circular chemicals for customers.

Show More
Report",4.1,Company - Public,10000+ Employees,1907,$10+ billion (USD),0,1,125.0,125.0,125.0, MA,Boston,116,0,0,0,0,0
391,Boston Children's Hospital,$42K - $54K (Glassdoor est.),Natural Language Processing Research Assistant II,"Boston, MA","At Boston Children’s Hospital, the quality of our care – and our inclusive hospital working environment – lies in the diversity of our people. With patients from local communities and 160 countries around the world, we’re committed to reflecting the spectrum of their cultures, while opening doors of opportunity for our team. Here, different talents pursue common goals. Voices are heard and ideas are shared. Join us, and discover how your unique contributions can change lives. Yours included.
Job Summary
The Musculoskeletal Informatics Group (https://www.musculoskeletal.ai/) in the Department of Orthopedic Surgery at Boston Children’s Hospital and Harvard Medical School has an immediate opening for a motivated Research Assistant (RA) to work with a multidisciplinary team of biomedical engineers, orthopedic surgeons, and computer and data scientists to develop Natural Language Processing (NLP)-based tools for processing medical records. This role contributes to the development of centralized patient database and disease specific registries. This opportunity is primarily focused on translational research with immediate impact on clinical care of patients with a range of musculoskeletal conditions, through publication of novel findings and development of computational tools used by clinicians.
#CB





Show More
Report",4.0,Nonprofit Organization,5001 to 10000 Employees,1869,Unknown / Non-Applicable,0,0,42.0,54.0,48.0, MA,Boston,154,0,0,0,0,0
392,Slim Chickens,$65K - $92K (Glassdoor est.),Senior Data Analyst - Finance,"Fayetteville, AR","Job Purpose: Use your out-of-the-box thinking and inquisitive mind to create data driven insights that influence decisions made by leadership across the brand.
Job Duties: Include, but not limited to:
· Leverage intermediate to advanced modeling techniques bringing data to life, selecting the best approach for using structured and unstructured complex data and develop custom analytics processes to generate insights that drive value for the entire brand.
· Automating and optimizing insightful reporting distributed to all levels of leadership.
· Work closely with departmental leaders to help design and develop self-serve capabilities making data easily accessible.
Show More
Report",3.7,Restaurants & Cafes,Unknown,Company - Private,-1,0,0,65.0,92.0,78.5, AR,Fayetteville,-1,0,0,0,0,0
393,Vanguard,$96K - $132K (Glassdoor est.),Machine Learning Engineer,"Philadelphia, PA","Supports and performs the development and programming of machine learning integrated software algorithms to structure, analyze, and leverage data in a production environment.
Core Responsibilities
Leverages data pipeline designs and supports the development of data pipelines to support model development. Proficient with software tools that develop data pipelines in a distributed computing environment (PySprak, GlueETL).
Supports integration of model pipelines in a production environment. Develops understanding of SDLC for model production.
Reviews pipeline designs, makes data model design changes as needed. Documents and reviews design changes with data science teams.
Show More
Report",3.7,Company - Private,10000+ Employees,1975,Unknown / Non-Applicable,0,0,96.0,132.0,114.0, PA,Philadelphia,48,0,0,0,0,0
394,Pennum Industries,$28.00 - $30.00 Per Hour(Employer est.),Data Mining Center I&E Technician,"Pyote, TX","Data Center Tech/Electrician Job Description:
Looking for highly motivated individuals with knowledge and experience working in data center deployment or other multi-discipline industrial construction projects. The candidate should have a basic knowledge of HSE rules, and some exposure to NEC codes, and UL electrical standards or be extremely trainable. Ideal candidate can read blueprints, use diagnostic tools, and make decisions under pressure. Weekly Pay and $110/day per diem included.
Requirements/Qualifications:
Available to work full time in 10-12 hour shifts in high heat index and cold weather climates, Able to lift 35 pounds and complete strenuous physical work, Assist with loading/unloading of miners, Perform daily inspections/audits, Assist with troubleshooting of miners by visually inspecting to look for issues (ethernet cables, power cables, etc.) Assist with replacement of deficient machines, Communicate safety concerns, Assist with additional tasks as assigned by management; flexible schedule with some weekends and after-hours. be comfortable working with computers.
Show More
Report",-1.0,-1,-1,-1,-1,1,1,28.0,30.0,29.0, TX,Pyote,-1,0,0,0,0,0
396,"Bluemont Technology & Research, Inc.",$90K - $130K (Employer est.),Data Engineer,"Norfolk, VA","NATO Data Engineer
Requirements:
Ts/sci or secret clearance
High proficiency level in English language
A Bachelor of Science degree from a recognized university in computer science, IT, software or computer engineering, data science, applied math, physics, statistics, or a related field.
Experience with advanced level SQL, including query optimization, complex joins, development of stored procedures, user-defined functions and working with Analytic Functions in the last 3 years.
Proficient in at least one data manipulation language such as Python, Scala, R, etc.
Ability to develop ETL processes for batch and streaming data, with proficiency in tools and technologies such as Apache Spark, Apache Airflow, Pentaho Data Integration, SQL Server Integration Service
Show More
Report",-1.0,-1,-1,-1,-1,0,1,90.0,130.0,110.0, VA,Norfolk,-1,1,0,1,0,0
397,AIDT,$60K - $86K (Employer est.),Data Science Specialist - Office of Education & Workforce Statistics,"Montgomery, AL","AIDT and the Alabama Department of Commerce in Montgomery, AL are seeking applicants for a full-time Office of Education & Workforce Statistics - Data Science Specialist.
($59,750 - $85,817)
ANNOUNCEMENT DATE: March 24, 2023
APPLICATION DEADLINE: April 14, 2023
PROJECTED START DATE: June 3, 2023
All resumes (mailed or electronic) must be received no later than 1:00 p.m. on April 14, 2023 to be considered. Successful applicants will be notified by email.
SYNOPSIS



Show More
Report",4.3,Government,51 to 200 Employees,1971,$25 to $100 million (USD),0,1,60.0,86.0,73.0, AL,Montgomery,52,0,0,0,0,0
398,Etainement,$75K - $110K (Employer est.),Senior Data Analyst,"Raleigh, NC","Etainement is a leader in live event ticket pricing, data, and distribution. We trade live event tickets, including concerts, sports, and theatre across multiple online marketplaces using data and proprietary technology.
We are looking for passionate, innovative, and driven people who want to be part of our growing company. We are actively expanding our inventory acquisition team, and we are looking for an Analyst to join our team assisting in developing inventory acquisition strategies using our internal software tools and proprietary data.
https://etainement.co/
Etainement is seeking a Senior Data Analyst for its expanding technology and analytics team. As a Senior Data Analyst, you must have a proven history of building and delivering compelling and actionable data visualizations that impact critical business decisions. You must be skilled in database querying and dashboard creation with diverse data sources. You should be enthusiastic about data and proficient in various tools to deliver precise results. You should have experience supporting data visualization and analytics for multiple departments, possessing a comprehensive understanding of the business to provide scalable dashboards that drive success. You are a team player, who excels in fast-paced environments and collaborating with cross-functional teams.
Show More
Report",-1.0,-1,-1,-1,-1,0,1,75.0,110.0,92.5, NC,Raleigh,-1,0,0,0,0,1
399,Clinvia LLC,$70K (Employer est.),Statistical Programmer,"Frisco, TX","Hiring Statistical Programmer to support Statistical programming activities.
Role provides Statistical programming and Tableau development support to data science and reporting team. Interesting fast paced data mining project.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
Two years experience in SAS programming and Reporting
Design, develop and program Tableau Dashboards including user interface
Able to work independently with minimum supervision
Multitask and able to work in fast paced, matrix environment
Show More
Report",-1.0,-1,-1,-1,-1,0,1,70.0,70.0,70.0, TX,Frisco,-1,0,0,0,0,0
400,Kelly Products,$75K (Employer est.),Microbiome Data Research Scientist,"Covington, GA","Kelly Products Inc is a medium business in Covington, GA. Kelly Products Inc is a multicompany organization including lifestyle brands such as Flavor and Fettle (https://flavorandfettle.com) and Farmview Market (https://www.farmviewmarket.com). Kelly Products Inc has an expanding health focused group that is interested in developing new and innovative products focused on the microbiome from prebiotics and probiotics to naturally produced whole foods. We believe that good health is a prerequisite for a good life. But all too often our busy lives leave us overtired, and lacking adequate nutrition. Our bodies were created to do amazing things, but sometimes we all need a boost. That’s where Kelly Products comes in, to provide that extra support, allowing your body to thrive amidst the chaos of an active life. Our company motto is lived and breathed across Kelly companies top-down and across – from how we treat our coworkers to the service we provide our customers. Our guiding virtues of excellence and radical generosity serve as twin pillars that underpin our culture. We love people and work to provide opportunities to extend care to our teams, their families, and the world beyond through the life-changing organizations we support..
Show More
Report",3.9,Computer Hardware Development,51 to 200 Employees,Company - Private,-1,0,1,75.0,75.0,75.0, GA,Covington,-1,0,0,0,0,1
402,Charter Manufacturing,$78K - $192K (Employer est.),Advance Analytics Data Scientist,"Mequon, WI","POSITION PURPOSE/MISSION:
Effectively synthesize large amounts of data to identify key business drivers, translating data to create actionable insights that drive change in business strategy, and increase efficiency in supply chain. Understand external market and internal business context. Focus primarily on increasing forecast accuracy, scoping business challenges and developing and implementing models to improve the business and measure solutions. Support strategic projects across business. Utilize a mix of deep analytical skills, manufacturing knowledge, and relationship management with key internal partners by turning insights into actions.
MINIMUM QUALIFICATIONS:
Bachelor’s Degree in computer science, Statistics, Advance Analytics, or related field.
Five plus years’ related experience.
Show More
Report",4.1,Company - Private,1001 to 5000 Employees,1946,$500 million to $1 billion (USD),0,1,78.0,192.0,135.0, WI,Mequon,77,0,0,0,0,0
403,Black Sesame Technologies Inc,$96K - $144K (Glassdoor est.),Senior AI Perception Algorithm Engineer/Scientist,"San Jose, CA","The selected candidate will work closely with top researchers to develop cutting-edge perception algorithms to address real-world problems. The task of perception is to detect and understand the surrounding environment of the autonomous vehicles, to support L2 and L3 automated driving features. A real time virtual representation of the local environment is constructed by processing input data mainly from cameras, together with those from other sensors like radars, IMU and ultrasonic.
Responsibilities:
o Develop deep learning based perception algorithms, including object detection, lane detection, segmentation, depth estimation, and so on.
o Develop state of the art network structures and training schemes, and evaluate their performance on vision problems
Show More
Report",2.5,Enterprise Software & Network Solutions,Unknown,Company - Public,-1,0,0,96.0,144.0,120.0, CA,San Jose,-1,0,0,0,0,0
405,Signal Systems Corporation,$100K - $159K (Employer est.),Machine Learning Engineer,"Millersville, MD","Signal Systems Corporation (SSC) is searching for Machine Learning Engineers to support the development of next generation sonar systems and sonar signal processing algorithms for a range of underwater applications. SSC has a 25-year history of leveraging its institutional and individual expertise in distributed acoustic sensors, active noise control, acoustic surveillance, machine learning, audio enhancement and interference rejection to provide innovative engineering solutions for both government and commercial customers.
Job Description/Responsibilities:
Design and develop machine learning and supporting signal processing algorithms for detection, estimation, and classification on active and passive acoustic sensor data.
Build large datasets, test machine learning models, and incorporate trained models into larger software products.
Collaborate with experts in physics-based modeling, signal and image processing, machine learning, and embedded software engineering to develop cross-disciplinary solutions.
Show More
Report",-1.0,-1,-1,-1,-1,0,1,100.0,159.0,129.5, MD,Millersville,-1,0,0,0,0,0
407,n-Lorem Foundation,$80K - $100K (Employer est.),Clinical Data Scientist,"Carlsbad, CA","Position Title: Clinical Data Scientist
Reporting to: Sr. Director, Clinical Development
Hours: Full-Time
Location: on-site in Carlsbad, CA
Compensation: $80K-$100K/ annual. + benefits
n-Lorem Foundation
Though n-Lorem is pioneering a novel non-profit model, to provide personalized experimental ASO treatments for free, for life to patients with the rarest of mutations (nano-rare), we are functionally a biotechnology company. We have a large and growing portfolio of ASO medicine discovery programs, more than 35 ASO medicines in development and multiple clinical programs.
Show More
Report",-1.0,-1,-1,-1,-1,0,1,80.0,100.0,90.0, CA,Carlsbad,-1,0,0,0,0,0
408,Snohomish County PUD No.1,$76K - $178K (Employer est.),"Senior Utility Analyst, Principal Utility Analyst or Data Scientist (DOQ)","Everett, WA","We are currently accepting applications for the following position:
Senior Utility Analyst, Principal Utility Analyst or Data Scientist (DOQ)
Job #15308
$76,107 - $178,208
Basic Responsibilities
Performs research, presents materials, and executes solutions in the areas of rates, load forecasting, and energy risk management. Progressive responsibilities include data gathering, cost of service analyses, ratemaking, deep understanding of large data sets and systems, data science, econometrics, other predictive analytics, and financial risk management skills as applied to the wholesale energy market. Represents the District regarding these and other analytical issues before regulatory agencies and business associations, often in public forums.
Minimum Qualifications


Show More
Report",4.1,Government,501 to 1000 Employees,1936,$500 million to $1 billion (USD),0,1,76.0,178.0,127.0, WA,Everett,87,0,0,0,0,0
410,"Sysdata Consulting, Inc",$100.00 Per Hour(Employer est.),Contract Senior Statistical Programmer (Remote),Remote,"We are helping a small pharmaceutical company for a senior contract statistical programmer position. The rate is very competitive.
Job Summary:
· Provide oversight for CROs deliveries including SDTM, ADaMs, TFLs, DMC, DSUR, interim analysis, final CSR analysis
· Provide programming support for internal production deliveries including SDTM, ADaMs, TFLs, DMC, DSUR, interim analysis, final CSR analysis
· Provide infrastructure support for internal programming team: set up and maintain standard directory, author technical user guides for utilities, draft good programming practices and department SOPs, make training materials for junior/new programmers
Show More
Report",-1.0,-1,-1,-1,-1,1,1,100.0,100.0,100.0,Remote,Remote,-1,0,0,0,0,0
412,Millennial Software,$100K - $200K (Employer est.),Data Scientist TS/SCI with Poly - $200k + 15% 401k,"Chantilly, VA","Title: Data Scientist (TS/SCI with Poly)
Location: Chantilly, VA
Base Salary: $100,000.00 - $200,000.00 per year
15% Employer 401k contribution (Regardless of Employee Contribution)
PTO: 30 days annual total
Stock Option
$3000 annual training budget
Medical/Dental/Vision: company funded, cash incentives if you waive
Flexible work schedule
Referral bonuses
Paid Paternal and Maternal Leave

Show More
Report",-1.0,Unknown / Non-Applicable,Unknown,Company - Public,-1,0,1,100.0,200.0,150.0, VA,Chantilly,-1,0,0,0,0,0
413,"Draeger Medical Systems, Inc.",$70K - $94K (Glassdoor est.),Senior Quality Data Analyst,"Andover, MA","FIRST SHIFT - Draeger Medical Systems, Inc. - Job-ID V000007415
Andover
Vollzeit

The Job Responsibilities
Develops and implements tools and techniques resulting in recommendations that enable leadership to make data-based decisions; including selection of report architecture and most appropriate modeling and data visualization techniques.
Compiles, analyzes, and effectively presents quality data trending reports to identify opportunities that increase efficiency, ensure quality and decrease cost and meet the need of various internal customers, such as Clinical Engineering, Risk Management and PMS.
Develops, maintains and presents Quality Metrics to CFT/PSB and the Andover Management Team. Maintains a thorough knowledge of new developments, technology and processes. Must be able to create charts (Pareto, 80/20 - Predictive, etc.) and analyze data.












Tiffany Faulhefer
tiffany.faulhefer.contractor@draeger.com
Show More
Report",3.8,Company - Public,10000+ Employees,1889,$1 to $5 billion (USD),0,0,70.0,94.0,82.0, MA,Andover,134,0,0,0,0,0
419,LegalMatch,$50K - $70K (Employer est.),Predictive Analytics Modeler,"Reno, NV","The Predictive Analytics Modeler will focus on developing solutions throughout the organization to help drive strategic decisions for operations. The modeler will work on a wide variety of challenges which include solutions for all aspects of website success. In addition to standard forms of advanced analytics, the modeler will also explore the development of predictive models with machine learning and artificial intelligence.
Essential Duties and Responsibilities:
Develops and maintains predictive analytics/modeling efforts and uses of analytics/modeling programs.
Designs models, coordinates data pulls, prepares/validates data, performs and validates the modeling and analysis, effectively communicates findings and provides actionable recommendations.
Collaborates with IT and business units to oversee implementation of work efforts and provides input to help design, monitor, and improve data structures and data warehouses.
Performs research of various areas of the company, including underwriting, claims and sales through the use of predictive modeling.
Show More
Report",3.7,Company - Private,51 to 200 Employees,1999,$25 to $100 million (USD),0,1,50.0,70.0,60.0, NV,Reno,24,0,0,0,0,0
420,Cenergy International Services,$125K (Employer est.),Senior Systems Engineer - Systems Modeling & Controls Expert,"Boston, MA","You will have an opportunity to directly impact the energy industry and help shape the direction of Shell as it navigates through the energy transition. You will be part of a team of passionate, creative engineers and entrepreneurs working in a caring, fun, and dynamic environment. Shell TechWorks is an innovation hub that works on a project basis across all of Shell’s businesses ranging from Deep Water and Exploration through to Retail and Renewables & Energy Solutions. We bring together people with disparate backgrounds from outside the oil & gas industries to tackle the big challenges the energy industry is facing. You will be part of a truly collaborative, inclusive, multi-functional team with a mission to help Shell produce more and cleaner energy.
Some examples of projects we have worked on recently include:
· Developing roadmaps, based upon in-depth system analyses, to help customers in hard-to-abate industrial sectors such as cement and steel manufacturing realize their decarbonization goals.
· Modeling supply chain networks and developing a feedstock strategy to divert landfill bound plastic waste and manufacture circular chemicals for customers.

Show More
Report",4.1,Company - Public,10000+ Employees,1907,$10+ billion (USD),0,1,125.0,125.0,125.0, MA,Boston,116,0,0,0,0,0
421,Boston Children's Hospital,$42K - $54K (Glassdoor est.),Natural Language Processing Research Assistant II,"Boston, MA","At Boston Children’s Hospital, the quality of our care – and our inclusive hospital working environment – lies in the diversity of our people. With patients from local communities and 160 countries around the world, we’re committed to reflecting the spectrum of their cultures, while opening doors of opportunity for our team. Here, different talents pursue common goals. Voices are heard and ideas are shared. Join us, and discover how your unique contributions can change lives. Yours included.
Job Summary
The Musculoskeletal Informatics Group (https://www.musculoskeletal.ai/) in the Department of Orthopedic Surgery at Boston Children’s Hospital and Harvard Medical School has an immediate opening for a motivated Research Assistant (RA) to work with a multidisciplinary team of biomedical engineers, orthopedic surgeons, and computer and data scientists to develop Natural Language Processing (NLP)-based tools for processing medical records. This role contributes to the development of centralized patient database and disease specific registries. This opportunity is primarily focused on translational research with immediate impact on clinical care of patients with a range of musculoskeletal conditions, through publication of novel findings and development of computational tools used by clinicians.
#CB





Show More
Report",4.0,Nonprofit Organization,5001 to 10000 Employees,1869,Unknown / Non-Applicable,0,0,42.0,54.0,48.0, MA,Boston,154,0,0,0,0,0
422,Slim Chickens,$65K - $92K (Glassdoor est.),Senior Data Analyst - Finance,"Fayetteville, AR","Job Purpose: Use your out-of-the-box thinking and inquisitive mind to create data driven insights that influence decisions made by leadership across the brand.
Job Duties: Include, but not limited to:
· Leverage intermediate to advanced modeling techniques bringing data to life, selecting the best approach for using structured and unstructured complex data and develop custom analytics processes to generate insights that drive value for the entire brand.
· Automating and optimizing insightful reporting distributed to all levels of leadership.
· Work closely with departmental leaders to help design and develop self-serve capabilities making data easily accessible.
Show More
Report",3.7,Restaurants & Cafes,Unknown,Company - Private,-1,0,0,65.0,92.0,78.5, AR,Fayetteville,-1,0,0,0,0,0
423,Vanguard,$96K - $132K (Glassdoor est.),Machine Learning Engineer,"Philadelphia, PA","Supports and performs the development and programming of machine learning integrated software algorithms to structure, analyze, and leverage data in a production environment.
Core Responsibilities
Leverages data pipeline designs and supports the development of data pipelines to support model development. Proficient with software tools that develop data pipelines in a distributed computing environment (PySprak, GlueETL).
Supports integration of model pipelines in a production environment. Develops understanding of SDLC for model production.
Reviews pipeline designs, makes data model design changes as needed. Documents and reviews design changes with data science teams.
Show More
Report",3.7,Company - Private,10000+ Employees,1975,Unknown / Non-Applicable,0,0,96.0,132.0,114.0, PA,Philadelphia,48,0,0,0,0,0
424,Pennum Industries,$28.00 - $30.00 Per Hour(Employer est.),Data Mining Center I&E Technician,"Pyote, TX","Data Center Tech/Electrician Job Description:
Looking for highly motivated individuals with knowledge and experience working in data center deployment or other multi-discipline industrial construction projects. The candidate should have a basic knowledge of HSE rules, and some exposure to NEC codes, and UL electrical standards or be extremely trainable. Ideal candidate can read blueprints, use diagnostic tools, and make decisions under pressure. Weekly Pay and $110/day per diem included.
Requirements/Qualifications:
Available to work full time in 10-12 hour shifts in high heat index and cold weather climates, Able to lift 35 pounds and complete strenuous physical work, Assist with loading/unloading of miners, Perform daily inspections/audits, Assist with troubleshooting of miners by visually inspecting to look for issues (ethernet cables, power cables, etc.) Assist with replacement of deficient machines, Communicate safety concerns, Assist with additional tasks as assigned by management; flexible schedule with some weekends and after-hours. be comfortable working with computers.
Show More
Report",-1.0,-1,-1,-1,-1,1,1,28.0,30.0,29.0, TX,Pyote,-1,0,0,0,0,0
426,"Bluemont Technology & Research, Inc.",$90K - $130K (Employer est.),Data Engineer,"Norfolk, VA","NATO Data Engineer
Requirements:
Ts/sci or secret clearance
High proficiency level in English language
A Bachelor of Science degree from a recognized university in computer science, IT, software or computer engineering, data science, applied math, physics, statistics, or a related field.
Experience with advanced level SQL, including query optimization, complex joins, development of stored procedures, user-defined functions and working with Analytic Functions in the last 3 years.
Proficient in at least one data manipulation language such as Python, Scala, R, etc.
Ability to develop ETL processes for batch and streaming data, with proficiency in tools and technologies such as Apache Spark, Apache Airflow, Pentaho Data Integration, SQL Server Integration Service
Show More
Report",-1.0,-1,-1,-1,-1,0,1,90.0,130.0,110.0, VA,Norfolk,-1,1,0,1,0,0
427,AIDT,$60K - $86K (Employer est.),Data Science Specialist - Office of Education & Workforce Statistics,"Montgomery, AL","AIDT and the Alabama Department of Commerce in Montgomery, AL are seeking applicants for a full-time Office of Education & Workforce Statistics - Data Science Specialist.
($59,750 - $85,817)
ANNOUNCEMENT DATE: March 24, 2023
APPLICATION DEADLINE: April 14, 2023
PROJECTED START DATE: June 3, 2023
All resumes (mailed or electronic) must be received no later than 1:00 p.m. on April 14, 2023 to be considered. Successful applicants will be notified by email.
SYNOPSIS



Show More
Report",4.3,Government,51 to 200 Employees,1971,$25 to $100 million (USD),0,1,60.0,86.0,73.0, AL,Montgomery,52,0,0,0,0,0
